state_name,town_name,median_download_speed,median_upload_speed,median_latency
Missouri,Sappington,278.13,27.84,9
Missouri,Sedalia,204.09,11.4,22
Missouri,Sikeston,179.02,11.39,12
Missouri,Springfield,176.55,39.78,24
Missouri,St. Louis,181.38,22.78,10
Missouri,University City,238.87,38.49,7
Missouri,Warrensburg,185.33,11.25,22
Missouri,Washington,94.15,11.08,14
Missouri,Webb City,153.72,27.2,15
Missouri,Webster Groves,238.26,76.65,8
Missouri,Wentzville,211.03,21.18,11
Missouri,West Plains,101.87,31.32,11
Missouri,Wildwood,188.75,12.22,11
Montana,Billings,220.09,14.92,10
Montana,Bozeman,165.07,18.64,11
Montana,Helena,114.04,11.39,16
Montana,Kalispell,91.24,11.28,31
Montana,Missoula,178.54,11.34,29
Nebraska,Bellevue,246.7,24.54,10
Nebraska,Blair,96.54,74.47,4
Nebraska,Columbus,286.47,43.72,9
Nebraska,Fremont,269.43,81.33,6
Nebraska,Grand Island,264.3,21.71,21
Nebraska,Hastings,212.46,53.69,7
Nebraska,Kearney,222.39,22.26,34
Nebraska,Lincoln,261.39,100.14,6
Nebraska,Norfolk,224.89,52.93,9
Nebraska,North Platte,289.99,93.5,11
Nebraska,Omaha,202.32,26.31,9
Nebraska,Papillion,226.61,26.02,10
Nebraska,Scottsbluff,87.87,20.05,12
Nevada,Carson City,182.7,11.52,11
Nevada,Elko,165.28,17.04,40
Nevada,Enterprise,246.3,33.78,9
Nevada,Fallon,144.5,37.6,14
Nevada,Fernley,251.37,19.77,11
Nevada,Henderson,243.79,26.03,10
Nevada,Incline Village,156.09,11.29,12
Nevada,Las Vegas,187.42,19.95,10
Nevada,Mesquite,96.39,69.98,4
Nevada,North Las Vegas,239.24,25.08,10
Nevada,Pahrump,80.26,16.23,30
Nevada,Paradise,154.62,19.28,11
Nevada,Reno,225.49,20.41,10
Nevada,Spanish Springs,294.42,20.88,10
Nevada,Sparks,244.57,21.7,11
Nevada,Spring Creek,157.28,104.37,12
Nevada,Spring Valley,206.96,21.03,10
Nevada,Summerlin South,268.73,36.47,9
Nevada,Sunrise Manor,165.52,11,11
Nevada,Unincorporated Las Vegas,217.81,26.26,10
Nevada,Whitney,176.36,10.77,11
Nevada,Winchester,95.01,10.64,9
Nevada,Winnemucca,36.2,8.8,34
New Hampshire,Amherst,216.1,23.89,16
New Hampshire,Bedford,258.06,23.6,16
New Hampshire,Bow,227.6,23.94,15
New Hampshire,Concord,237.03,23.99,15
New Hampshire,Conway,249.29,11.69,20
New Hampshire,Derry,239.3,23.51,16
New Hampshire,Dover,256.17,23.37,14
New Hampshire,Exeter,222.44,23.57,14
New Hampshire,Gilford,169.95,22.59,15
New Hampshire,Goffstown,241.34,58.84,16
New Hampshire,Hooksett,265.57,23.67,15
New Hampshire,Hudson,260.59,23.82,14
New Hampshire,Keene,214.95,18,35
New Hampshire,Laconia,214.12,23.03,14
New Hampshire,Lebanon,203.62,18.21,16
New Hampshire,Londonderry,266.15,23.54,14
New Hampshire,Manchester,251.47,23.63,15
New Hampshire,Merrimack,280.69,24.07,13
New Hampshire,Milford,265.93,23.91,16
New Hampshire,Nashua,239.91,23.49,14
New Hampshire,New Boston,260.37,93.99,17
New Hampshire,Peterborough,220.53,40.63,14
New Hampshire,Portsmouth,232.11,23.15,15
New Hampshire,Rochester,234.78,27.81,13
New Hampshire,Salem,239.82,23.5,17
New Hampshire,Weare,200.35,94.46,15
New Jersey,Andover Township,168.91,30.91,13
New Jersey,Asbury Park,212.08,73.61,9
New Jersey,Atlantic City,165.3,22.71,15
New Jersey,Barnegat Township,239.46,23.15,15
New Jersey,Bayonne,272.9,52.26,8
New Jersey,Belleville,286.33,119.12,7
New Jersey,Bergenfield,208.63,61.78,8
New Jersey,Berkeley Heights,234.44,79.49,9
New Jersey,Berkeley Township,274.69,23.53,14
New Jersey,Bernards,215.72,49.51,9
New Jersey,Bernardsville,237.34,48.13,10
New Jersey,Blairstown,114.66,30.5,14
New Jersey,Boonton,233.46,36.6,10
New Jersey,Brick,264.13,23.6,14
New Jersey,Bridgewater,210.96,51.85,8
New Jersey,Burlington,224.94,22.93,16
New Jersey,Burlington Township,287.64,22.87,17
New Jersey,Camden,237.44,30.99,12
New Jersey,Carteret,238.59,23.13,15
New Jersey,Cedar Grove,236.08,59.32,9
New Jersey,Chatham,240.94,82.84,8
New Jersey,Cherry Hill,287.04,59.04,11
New Jersey,Clark,233.12,23.55,13
New Jersey,Cliffside Park,290.13,118.06,7
New Jersey,Clifton,230.51,40.97,9
New Jersey,Closter,228.07,129.78,7
New Jersey,Collingswood,242.92,91.14,10
New Jersey,Cranbury Township,194.89,19.3,13
New Jersey,Cranford,238.34,101.74,7
New Jersey,Cresskill,200.7,37.04,10
New Jersey,Delran,307.64,22.49,18
New Jersey,Denville,248.87,108.62,7
New Jersey,Deptford Township,329.21,24.86,15
New Jersey,Dover,258.8,58.72,9
New Jersey,Dumont,211.48,88.64,8
New Jersey,East Brunswick,202.08,21.58,14
New Jersey,East Hanover,227.4,83.7,8
New Jersey,East Orange,242.58,37.72,10
New Jersey,East Rutherford,281.97,131.76,7
New Jersey,East Windsor,250.4,93.8,11
New Jersey,Eatontown,265.26,41.98,10
New Jersey,Edgewater,264.67,38.39,10
New Jersey,Edison,201.71,30.04,12
New Jersey,Egg Harbor Township,234.86,22.94,15
New Jersey,Elizabeth,237.82,45.07,9
New Jersey,Elmwood Park,305.35,159.91,7
New Jersey,Englewood,138.03,606.32,4
New Jersey,Evesham Township,260.21,94.57,9
New Jersey,Ewing Township,225.23,47.97,10
New Jersey,Fair Lawn,224.99,53.48,9
New Jersey,Florham Park,211.68,48.35,9
New Jersey,Fort Lee,275.5,35.75,10
New Jersey,Franklin Lakes,226.9,37.26,11
New Jersey,Franklin Township,254.51,75.27,8
New Jersey,Freehold Township,232.55,93.68,8
New Jersey,Galloway,233.94,20.56,16
New Jersey,Garfield,280.84,147.01,7
New Jersey,Glassboro,295.74,78.32,11
New Jersey,Hackensack,231.48,46,9
New Jersey,Hackettstown,226.28,23.59,13
New Jersey,Haddonfield,290.38,52.15,11
New Jersey,Hamilton Township,240.88,37.62,11
New Jersey,Hamilton Township,240.88,37.62,11
New Jersey,Hampton Township,135.69,31.78,13
New Jersey,Hanover,217.39,47.8,8
New Jersey,Hardyston Township,184.59,32,14
New Jersey,Harrison,245.32,75.92,7
New Jersey,Hawthorne,232.75,143.77,7
New Jersey,Hazlet,298.36,141.76,7
New Jersey,Highland Park,202.79,35.97,11
New Jersey,Hightstown,267.66,108.07,10
New Jersey,Hillsdale,255.88,78.11,8
New Jersey,Hoboken,227.58,66.21,8
New Jersey,Holmdel,209.99,110.46,8
New Jersey,Hopatcong,230.48,36.3,11
New Jersey,Hopewell Township,225.02,91.08,10
New Jersey,Howell,216.26,36.55,12
New Jersey,Irvington,257.57,40.47,8
New Jersey,Jackson,213.7,34.6,13
New Jersey,Jefferson,208.59,34.69,11
New Jersey,Jersey City,249.94,93.51,7
New Jersey,Kearny,249.04,93.17,7
New Jersey,Kinnelon,201.5,35.01,12
New Jersey,Lacey Township,235.5,21.68,15
New Jersey,Lakewood Township,199.66,35.73,12
New Jersey,Lawrence Township,263.45,76.51,10
New Jersey,Linden,255.36,40.24,11
New Jersey,Little Egg Harbor Township,210.03,20.27,16
New Jersey,Little Falls,224.6,49.96,10
New Jersey,Livingston,217.52,105.45,8
New Jersey,Lodi,230.11,36.23,10
New Jersey,Long Branch,237.83,23.64,13
New Jersey,Lopatcong,94.51,9.69,12
New Jersey,Lyndhurst,275.41,71.21,8
New Jersey,Madison,287.55,122.34,7
New Jersey,Mahwah,200,34.79,11
New Jersey,Manalapan Township,218.54,36.4,11
New Jersey,Manchester Township,278.83,23.16,14
New Jersey,Maple Shade Township,219.51,40.34,11
New Jersey,Maplewood,184.95,97.44,8
New Jersey,Marlboro Township,209.04,32.19,12
New Jersey,Matawan,253.14,113.87,8
New Jersey,Maywood,273.01,85.9,8
New Jersey,Medford,288.78,41.04,13
New Jersey,Metuchen,196.73,32.63,12
New Jersey,Middlesex,255.15,127.31,7
New Jersey,Middletown,223.58,40.55,11
New Jersey,Millville,268.21,23.41,15
New Jersey,Monroe Township,288.57,40.24,13
New Jersey,Monroe Township,288.57,40.24,13
New Jersey,Montclair,241.08,105.84,8
New Jersey,Montgomery,225.93,23.28,12
New Jersey,Montville,233.92,44.55,10
New Jersey,Moorestown,248.45,23.22,14
New Jersey,Morris Township,290.67,160.46,6
New Jersey,Morristown,232.23,102.68,6
New Jersey,Mount Arlington,207.96,32.59,12
New Jersey,Mount Holly,290.21,38.04,12
New Jersey,Mount Laurel,243.6,23.34,15
New Jersey,Mount Olive Township,218.67,35.87,11
New Jersey,New Brunswick,238.38,47.58,8
New Jersey,New Milford,258.07,39.23,9
New Jersey,New Providence,218.19,120.29,8
New Jersey,Newark,215.84,44.61,9
New Jersey,North Bergen,281.08,85.43,8
New Jersey,North Brunswick Township,227.25,36.3,11
New Jersey,North Haledon,238.8,49.22,10
New Jersey,Nutley,237.93,90.89,8
New Jersey,Oakland,233.21,84.16,9
New Jersey,Ocean City,193.36,21.97,16
New Jersey,Ocean Township,220.12,42.09,11
New Jersey,Old Bridge Township,210.36,35.32,12
New Jersey,Old Tappan,241.12,37.43,10
New Jersey,Oradell,258.46,154.8,7
New Jersey,Palisades Park,289.16,22.91,12
New Jersey,Paramus,215.37,59.19,9
New Jersey,Parsippany-Troy Hills,206.01,35.26,11
New Jersey,Passaic,270.36,102.74,7
New Jersey,Paterson,274.46,90.82,7
New Jersey,Pennsauken Township,236.35,37.15,12
New Jersey,Pequannock Township,227.15,34.03,12
New Jersey,Perth Amboy,275.79,108.34,7
New Jersey,Pine Hill,238.68,21.83,15
New Jersey,Piscataway Township,211.47,33.12,12
New Jersey,Plainfield,227.75,79.88,7
New Jersey,Pleasantville,233.07,22.7,16
New Jersey,Point Pleasant,138.76,21.31,16
New Jersey,Pompton Lakes,218.24,34.38,12
New Jersey,Princeton,205.66,85.47,11
New Jersey,Rahway,248.07,23.24,14
New Jersey,Ramsey,216.32,62.79,10
New Jersey,Randolph,257.74,72.16,9
New Jersey,Raritan,297.3,163.08,6
New Jersey,Ridgefield,256.75,38.71,10
New Jersey,Ridgewood,223.14,121.97,8
New Jersey,Robbinsville,239.76,37.09,11
New Jersey,Roselle,292.19,94.78,7
New Jersey,Roxbury Township,220.07,35.61,11
New Jersey,Rutherford,251.51,116.97,7
New Jersey,Saddle Brook,244.02,52.61,9
New Jersey,Saddle River,194.22,36.67,10
New Jersey,Sayreville,221.14,35.28,11
New Jersey,Scotch Plains,261.73,74.29,8
New Jersey,Secaucus,163.75,35.69,111
New Jersey,South Brunswick Township,232.67,40.92,10
New Jersey,South Orange,224.36,115.06,7
New Jersey,South Plainfield,217.92,23.74,11
New Jersey,Springfield Township,244.22,72.33,9
New Jersey,Stafford Township,272.02,23.29,15
New Jersey,Summit,240.19,118.4,8
New Jersey,Teaneck,273.03,119.63,7
New Jersey,Tenafly,811.5,743,4
New Jersey,Tinton Falls,267.5,93.65,9
New Jersey,Toms River,258.82,88.49,8
New Jersey,Trenton,237.36,41.56,11
New Jersey,Union,236.32,88.76,8
New Jersey,Union City,255.84,36.65,10
New Jersey,Verona,226.81,80.93,10
New Jersey,Vineland,227.86,23.44,13
New Jersey,Voorhees Township,253.29,23.14,14
New Jersey,Wall Township,218.98,52.83,10
New Jersey,Wanaque,216.82,35.44,11
New Jersey,Wantage,211.59,32.44,13
New Jersey,Warren,207.69,48.45,8
New Jersey,Washington Township,268.81,22.73,14
New Jersey,Washington Township,268.81,22.73,14
New Jersey,Wayne,210.92,34.87,12
New Jersey,Weehawken,218.24,35.98,11
New Jersey,West Caldwell,279.12,138.15,7
New Jersey,West Deptford,297.93,47.31,11
New Jersey,West Milford,203.57,34.97,12
New Jersey,West New York,273.53,36.61,11
New Jersey,West Orange,227.4,85.54,8
New Jersey,West Windsor Township,268.93,111.99,11
New Jersey,Westfield,212.8,94.21,7
New Jersey,Willingboro,196.76,22.16,17
New Jersey,Woodbridge Township,236.33,22.85,15
New Jersey,Woodcliff Lake,210.59,59.33,9
New Jersey,Woolwich Township,245.23,23.29,15
New Jersey,Wyckoff,263.81,169.93,8
New Mexico,Agua Fria,93.8,16.97,25
New Mexico,Alamogordo,172.08,13.38,43
New Mexico,Albuquerque,180.12,11.85,12
New Mexico,Carlsbad,108.76,18.69,18
New Mexico,Clovis,209.89,97.52,3
New Mexico,Farmington,213.76,15.55,15
New Mexico,Gallup,119.89,11.99,15
New Mexico,Hobbs,129.71,19.44,40
New Mexico,Las Cruces,210.71,12.14,37
New Mexico,Los Lunas,246.12,22.99,11
New Mexico,Placitas,219.76,11.73,12
New Mexico,Rio Rancho,216.9,27.41,13
New Mexico,Roswell,182.77,37.04,20
New Mexico,Ruidoso,114.91,11.76,45
New Mexico,Santa Fe,126.78,11.8,28
New Mexico,South Valley,184.78,11.93,11
New Mexico,Taos,51.75,33.76,8
New York,Albany,182.68,11.97,21
New York,Amherst,197.43,40.79,21
New York,Amsterdam,266.72,11.75,19
New York,Auburn,237.43,39.96,14
New York,Babylon,243.2,46.19,8
New York,Baldwin,215.37,42.41,8
New York,Batavia,257.28,20.79,15
New York,Bay Shore,265.75,69.35,8
New York,Bellmore,226.98,63.76,8
New York,Bethpage,208.68,47.92,8
New York,Binghamton,191.26,12.27,18
New York,Bohemia,209.28,37.15,9
New York,Brentwood,266.33,91.96,7
New York,Briarcliff Manor,227.5,53.81,8
New York,Brighton,231.38,21.79,12
New York,Bronxville,209.27,95.48,8
New York,Buffalo,200.66,14.94,21
New York,Centereach,188.01,35.8,10
New York,Central Islip,297.36,86.63,7
New York,Chappaqua,225.58,96.8,8
New York,Cheektowaga,246.96,11.77,18
New York,Cicero,254.89,84.53,16
New York,Colonie,180.03,22.77,20
New York,Commack,230.3,113.17,8
New York,Copiague,275.77,158.49,6
New York,Coram,211.6,33.84,11
New York,Corning,216.7,21.92,15
New York,Cortland,218.02,12.02,16
New York,Croton-on-Hudson,224.48,37.18,9
New York,Deer Park,308.66,210.05,6
New York,Delmar,201.17,49.3,18
New York,Dix Hills,228,52.39,8
New York,Dobbs Ferry,262.02,172.86,7
New York,East Farmingdale,248.43,54.72,7
New York,East Hampton North,192.11,35.1,12
New York,East Hills,210.11,92.38,8
New York,East Islip,207.51,50.74,9
New York,East Meadow,249.56,39.28,9
New York,East Northport,265.46,136.79,8
New York,East Patchogue,226.5,36.86,10
New York,Elmira,252.82,18.01,18
New York,Elmont,225.8,36.77,9
New York,Elwood,203.28,37.07,8
New York,Fairport,202.26,11.64,16
New York,Farmingville,237.73,36.39,10
New York,Floral Park,233.73,109.88,7
New York,Fort Drum,358.59,20.27,20
New York,Franklin Square,254.1,41.83,9
New York,Freeport,272.03,84.65,8
New York,Garden City,211.12,42.53,9
New York,Gardnertown,273.27,42.75,12
New York,Getzville,243.4,91.17,23
New York,Glen Cove,291.73,94.27,8
New York,Glens Falls,236.07,11.52,24
New York,Gloversville,224.16,11.64,19
New York,Grand Island,211.1,11.54,23
New York,Great Neck,214,58.23,8
New York,Great Neck Plaza,197.64,84.38,7
New York,Greece,203.39,21.3,12
New York,Greenlawn,225.9,40.2,9
New York,Hampton Bays,224.04,36.56,11
New York,Harrison,214.95,80.4,8
New York,Hartsdale,219.44,34.95,10
New York,Hauppauge,211.9,46.78,9
New York,Hempstead,281.23,146.64,6
New York,Henrietta,166.52,11.57,14
New York,Hicksville,234.33,86.61,8
New York,Holbrook,212.53,69.85,8
New York,Holtsville,256.7,36.76,10
New York,Huntington,217.55,60.78,9
New York,Huntington Station,295.12,146.46,8
New York,Irondequoit,234.71,20.48,16
New York,Islip,257.36,115.55,7
New York,Ithaca,165.82,11.69,16
New York,Jamestown,186.42,22.43,18
New York,Jefferson Valley-Yorktown,232.74,78.37,8
New York,Jericho,216.04,36.64,9
New York,Kingston,261.71,12.11,15
New York,Lackawanna,249.34,83.62,22
New York,Lake Grove,211.04,36.51,9
New York,Lake Ronkonkoma,302.12,127.95,7
New York,Lancaster,231.55,11.63,16
New York,Larchmont,229.28,77.69,9
New York,Latham,216.63,91.37,17
New York,Levittown,233.86,81.5,8
New York,Lindenhurst,256.45,59.23,8
New York,Lockport,209.84,11.6,21
New York,Long Beach,218.32,52.05,8
New York,Lynbrook,291.92,153.36,7
New York,Mahopac,232.04,158.24,7
New York,Mamaroneck,222.06,87.46,8
New York,Manhasset,213.3,60.45,8
New York,Manorville,215.58,36.13,12
New York,Massapequa,250.98,85.84,8
New York,Massapequa Park,273.43,145.5,8
New York,Mastic,217.89,34.62,12
New York,Medford,212.61,35.75,10
New York,Melville,229.12,83.6,8
New York,Merrick,220.74,79.35,8
New York,Middle Island,219.28,33.07,11
New York,Middletown,271.41,13.91,16
New York,Miller Place,223.88,35.64,10
New York,Mineola,250.08,89.95,7
New York,Monroe,193.02,30.42,12
New York,Mount Kisco,212.81,84,8
New York,Mount Sinai,209.62,34.65,11
New York,Mount Vernon,249.39,54.72,8
New York,Myers Corner,240.37,36.44,11
New York,Nanuet,227.42,47.7,10
New York,Nesconset,216.16,36.84,9
New York,New Cassel,241.89,52.3,8
New York,New City,258.55,51.23,9
New York,New Rochelle,229.68,68.27,9
New York,New York,224.41,30.54,10
New York,Niagara Falls,254.37,11.43,21
New York,North Babylon,281.62,108.72,7
New York,North Bellmore,232.17,94.22,8
New York,North Hills,214.27,63.05,8
New York,North New Hyde Park,225.62,52.82,8
New York,North Tonawanda,269.15,11.49,21
New York,North Valley Stream,227.6,35.73,10
New York,Oceanside,255.67,62.76,8
New York,Olean,218.4,11.45,20
New York,Oneida,195.2,11.77,16
New York,Ossining,240.2,41.37,9
New York,Oswego,266.4,13.56,15
New York,Pearl River,218.34,51.67,9
New York,Peekskill,236.27,58.39,9
New York,Plainview,244.92,105.88,8
New York,Plattsburgh,187.77,11.54,36
New York,Port Chester,251.33,141.23,8
New York,Port Washington,228.68,60.12,8
New York,Poughkeepsie,306.13,75.39,9
New York,Queensbury,233.81,11.53,25
New York,Rhinebeck,196.42,16.79,18
New York,Ridgemont,248.39,15.66,15
New York,Riverhead,210.9,34.56,11
New York,Rochester,210.74,13.58,14
New York,Rockville Centre,210.44,60.47,8
New York,Rome,181.28,11.6,15
New York,Ronkonkoma,215,68.58,8
New York,Roslyn Heights,227.78,85.16,7
New York,Rotterdam,241.19,20.33,20
New York,Rye,216.6,100.92,8
New York,Rye Brook,226.38,51.5,9
New York,Saint James,213.74,36.94,9
New York,Salisbury,286.71,91.05,8
New York,Saratoga Springs,220.32,11.53,24
New York,Sayville,280,170.3,7
New York,Scarsdale,210.6,114.95,7
New York,Schenectady,267.74,40.25,18
New York,Selden,210.84,36.38,10
New York,Setauket- East Setauket,199.58,36.78,10
New York,Shirley,211.11,36.53,12
New York,Smithtown,211.97,79.48,8
New York,South Huntington,229.89,86.1,9
New York,Spring Valley,226.01,36.76,10
New York,Stony Brook,207.12,36.17,9
New York,Stony Point,221.25,40.9,11
New York,Syosset,212.94,82.81,8
New York,Syracuse,213.31,20.04,16
New York,Tarrytown,195.98,86.07,7
New York,Terryville,209.15,36.32,10
New York,Troy,244.15,11.66,22
New York,Uniondale,243.02,90.11,8
New York,Utica,200.54,11.62,11
New York,Valley Stream,225.69,37.11,9
New York,Wantagh,224.03,76.36,8
New York,Water Mill,212.46,26.96,13
New York,Watertown,217.99,12.56,18
New York,West Babylon,219.66,45.9,8
New York,West Hempstead,230.02,117.37,8
New York,West Islip,262.91,93.34,8
New York,West Seneca,232.14,30.74,19
New York,Wheatfield,223.98,11.54,21
New York,White Plains,231.42,82.91,8
New York,Woodbury,220.43,25.92,13
New York,Woodmere,197.22,91.7,8
New York,Yaphank,233.34,36.84,9
New York,Yonkers,247.32,49.84,9
North Carolina,Apex,285.99,67.14,14
North Carolina,Asheboro,194.73,11.52,17
North Carolina,Asheville,242.14,19.16,26
North Carolina,Belmont,244.69,23.54,20
North Carolina,Boone,145.99,15.1,23
North Carolina,Burlington,241.03,19.46,15
North Carolina,Carrboro,237.77,23.28,14
North Carolina,Cary,270.23,86.57,12
North Carolina,Chapel Hill,237.6,38.73,14
North Carolina,Charlotte,226.93,24.19,16
North Carolina,Clayton,225.9,21.23,15
North Carolina,Clemmons,227.17,22.74,17
North Carolina,Concord,259.24,33.62,14
North Carolina,Cornelius,245.64,26.23,18
North Carolina,Davidson,215.48,25.93,16
North Carolina,Durham,256.08,23.26,14
North Carolina,Elizabeth City,224.88,17.42,21
North Carolina,Fayetteville,254.2,21.91,14
North Carolina,Forest City,68.98,20.44,24
North Carolina,Fort Bragg,350.09,18.3,15
North Carolina,Franklin,23.64,4.37,34
North Carolina,Fuquay Varina,281.38,37.7,15
North Carolina,Garner,288.66,35.36,14
North Carolina,Gastonia,239.8,20.82,23
North Carolina,Goldsboro,239.9,12.95,18
North Carolina,Greensboro,230.99,22.92,15
North Carolina,Greenville,189.46,34.66,9
North Carolina,Harrisburg,216.77,16.62,20
North Carolina,Havelock,248.55,16.86,23
North Carolina,Hendersonville,158.39,20.2,13
North Carolina,Hickory,208.43,11.34,21
North Carolina,High Point,215.88,35.78,8
North Carolina,Holly Springs,253.96,104.49,16
North Carolina,Hope Mills,266.69,19.19,16
North Carolina,Huntersville,275.39,38.29,14
North Carolina,Indian Trail,229.53,20.58,19
North Carolina,Jacksonville,279.94,20,25
North Carolina,Kannapolis,238.26,22.81,18
North Carolina,Kernersville,209.26,21.45,14
North Carolina,Kill Devil Hills,184.3,11.22,47
North Carolina,Kings Grant,233.82,22.87,17
North Carolina,Kings Mountain,192.02,11.94,23
North Carolina,Kitty Hawk,211.73,11.34,47
North Carolina,Knightdale,292.58,88.94,14
North Carolina,Laurel Park,153.79,15.35,11
North Carolina,Leland,260.27,38.9,18
North Carolina,Lenoir,191.43,11.31,23
North Carolina,Lexington,271.68,22.95,15
North Carolina,Linden,189.6,12.71,19
North Carolina,Lumberton,288.37,18.94,16
North Carolina,Matthews,260.33,22.69,18
North Carolina,Mebane,223.49,15.06,18
North Carolina,Mint Hill,272.3,23.58,17
North Carolina,Monroe,229.73,16.08,19
North Carolina,Mooresville,226.32,23.13,19
North Carolina,Morganton,92.86,16.7,18
North Carolina,Morrisville,297,198.28,6
North Carolina,Mount Airy,191.55,17.95,17
North Carolina,Mount Holly,266.52,22.86,23
North Carolina,New Bern,179.4,27.1,12
North Carolina,Oak Island,239.64,23.04,18
North Carolina,Pinehurst,183.96,11.56,20
North Carolina,Raleigh,260.39,55.53,13
North Carolina,Reidsville,208.64,11.66,19
North Carolina,Rocky Mount,165.66,27.2,10
North Carolina,Salisbury,167.87,22.94,18
North Carolina,Sanford,188.74,14.43,34
North Carolina,Shelby,238.94,18.59,24
North Carolina,Silver Lake,277.24,21.57,20
North Carolina,Smithfield,273.57,11.74,18
North Carolina,Southern Pines,238.84,11.73,19
North Carolina,Statesville,192.11,11.66,26
North Carolina,Summerfield,208.22,21.19,17
North Carolina,Thomasville,249.02,40.48,11
North Carolina,Wade,175.93,11.73,19
North Carolina,Wake Forest,232.78,22.62,16
North Carolina,Waynesville,205.55,11.26,23
North Carolina,Weddington,192.43,18.8,19
North Carolina,Wesley Chapel,238.46,22.76,17
North Carolina,Wilmington,240.7,19.23,20
North Carolina,Wilson,114.7,23.42,15
North Carolina,Winston-Salem,229.02,21.88,16
North Dakota,Bismarck,220.64,37.34,9
North Dakota,Fargo,171.37,69.57,10
North Dakota,Grand Forks,222.02,36.47,10
North Dakota,Minot,262,48.89,6
North Dakota,West Fargo,228.92,109.82,11
Ohio,Akron,234.83,18.12,18
Ohio,Alliance,210.65,11.77,17
Ohio,Ashland,231.78,19.88,10
Ohio,Athens,215.04,11.72,23
Ohio,Aurora,221.98,20.23,15
Ohio,Austintown,223.98,20,10
Ohio,Avon,253.65,15.61,21
Ohio,Avon Lake,208.41,20.55,23
Ohio,Barberton,299.56,17.2,18
Ohio,Bay Village,261.11,26.32,21
Ohio,Beachwood,217.82,22.7,14
Ohio,Beavercreek,256.61,21.77,26
Ohio,Beckett Ridge,241.67,22.97,15
Ohio,Bedford,241.39,23.24,12
Ohio,Bellefontaine,146.47,11.58,20
Ohio,Berea,230.27,30.38,21
Ohio,Bexley,176.93,21.1,20
Ohio,Blue Ash,227.84,34.57,14
Ohio,Boardman,242.32,19.03,11
Ohio,Bowling Green,206.65,11.63,17
Ohio,Brecksville,207.39,17.27,16
Ohio,Broadview Heights,119.31,10.66,24
Ohio,Brook Park,289.91,22.88,22
Ohio,Brunswick,229.66,15.47,21
Ohio,Canal Winchester,177.1,19.56,19
Ohio,Canton,242.22,17.46,18
Ohio,Centerville,243.08,16.02,26
Ohio,Chillicothe,236.58,11.68,20
Ohio,Cincinnati,179.49,34.17,14
Ohio,Circleville,243.56,19.56,16
Ohio,Clayton,208.54,19.88,24
Ohio,Cleveland,199.56,20.26,16
Ohio,Cleveland Heights,255.93,36.98,11
Ohio,Columbus,226.78,21.37,19
Ohio,Conneaut,181.23,20.45,14
Ohio,Cuyahoga Falls,250.78,22.77,15
Ohio,Dayton,253.91,23.41,18
Ohio,Defiance,177.46,11.56,19
Ohio,Delaware,208.78,20.24,20
Ohio,Delhi,235.07,102.81,13
Ohio,Dublin,217.52,20.09,19
Ohio,Eastlake,282.81,23.3,14
Ohio,Elyria,249.32,21.57,19
Ohio,Englewood,175.13,23.12,20
Ohio,Euclid,245.23,22.33,13
Ohio,Fairborn,256.26,17.3,27
Ohio,Fairfield,220.24,23.29,15
Ohio,Fairlawn,205.16,52.76,7
Ohio,Fairview Park,221.33,20.62,24
Ohio,Findlay,186.96,11.7,13
Ohio,Five Points,243.87,33.62,19
Ohio,Forest Park,202.02,51.53,13
Ohio,Franklin,223.55,11.65,20
Ohio,Fremont,207.36,11.69,18
Ohio,Gahanna,208.81,20.21,19
Ohio,Garfield Heights,232.84,25.36,17
Ohio,Grandview Heights,212.06,22.48,18
Ohio,Green,239.8,11.75,21
Ohio,Grove City,242.54,21.36,19
Ohio,Hamilton,247.4,23.21,15
Ohio,Highland Heights,206.06,13.66,15
Ohio,Hilliard,245.52,22.43,18
Ohio,Huber Heights,284.3,22.86,21
Ohio,Hudson,226.1,20.57,15
Ohio,Independence,199.95,23.58,17
Ohio,Indian Hill,226.37,31.6,14
Ohio,Kent,217.67,12.94,20
Ohio,Kettering,239.71,21.76,23
Ohio,Lakewood,211.12,21.86,22
Ohio,Lancaster,240.64,15.8,18
Ohio,Landen,257.73,26.74,14
Ohio,Lebanon,201.96,29.36,13
Ohio,Lewis Center,219.2,21.02,24
Ohio,Lima,239.57,11.78,20
Ohio,Lorain,235.85,11.62,21
Ohio,Lyndhurst,264.69,22.98,13
Ohio,Macedonia,196.66,16.63,14
Ohio,Mack,214.79,23.2,14
Ohio,Mansfield,218.94,11.66,19
Ohio,Maple Heights,242.83,26.86,13
Ohio,Marietta,230.49,31.76,11
Ohio,Marion,277.47,19.33,19
Ohio,Marysville,218.04,17.61,18
Ohio,Mason,225.07,29.36,15
Ohio,Massillon,94.23,15.67,10
Ohio,Maumee,104.5,9.4,18
Ohio,Mayfield Heights,251.07,22.92,14
Ohio,Medina,226.07,120.94,8
Ohio,Mentor,235.88,15.84,15
Ohio,Miamisburg,194.48,11.83,27
Ohio,Middleburg Heights,212.14,27.3,22
Ohio,Middletown,273.06,11.82,20
Ohio,Montgomery,176.2,49.14,12
Ohio,Montrose-Ghent,222.2,21.08,16
Ohio,Moreland Hills,189.75,17.81,17
Ohio,Mount Healthy,212.98,24.15,14
Ohio,Mount Vernon,84.88,11.06,22
Ohio,New Albany,245.12,22.78,17
Ohio,New Franklin,239.3,11.83,23
Ohio,New Philadelphia,227.3,11.64,19
